Дата,T
2018-06-18,23
2018-06-18,20
2018-06-18,15
2018-06-18,12
2018-06-18,13
2018-06-19,15
2018-06-19,19
2018-06-19,22
2018-06-19,21
2018-06-19,19
2018-06-19,16
2018-06-19,10
2018-06-19,14
2018-06-20,19
2018-06-20,21
2018-06-20,21
2018-06-20,21
2018-06-20,22
2018-06-20,19
2018-06-20,13
2018-06-20,13
2018-06-21,21
2018-06-21,26
2018-06-21,30
2018-06-21,29
2018-06-21,27
2018-06-21,22
2018-06-21,14
2018-06-21,16
2018-06-22,15
2018-06-22,21
2018-06-22,22
2018-06-22,17
2018-06-22,20
2018-06-22,20
2018-06-22,19
2018-06-22,21
2018-06-23,16
2018-06-23,22
2018-06-23,24
2018-06-23,23
2018-06-23,22
2018-06-23,19
2018-06-23,12
2018-06-23,12
2018-06-24,13
2018-06-24,19
2018-06-24,24
2018-06-24,21
2018-06-24,23
2018-06-24,20
2018-06-24,13
2018-06-24,14
2018-06-25,15
2018-06-25,18
2018-06-25,22
2018-06-25,21
2018-06-25,22
2018-06-25,19
2018-06-25,12
2018-06-25,13
2018-06-26,15
2018-06-26,17
2018-06-26,21
2018-06-26,21
2018-06-26,20
2018-06-26,15
2018-06-26,13
2018-06-26,14
2018-06-27,15
2018-06-27,16
2018-06-27,18
2018-06-27,18
2018-06-27,16
2018-06-27,15
2018-06-27,14
2018-06-27,15
2018-06-28,16
2018-06-28,16
2018-06-28,20
2018-06-28,22
2018-06-28,19
2018-06-28,14
2018-06-28,14
2018-06-28,15
2018-06-29,20
2018-06-29,22
2018-06-29,24
2018-06-29,23
2018-06-29,20
2018-06-29,17
2018-06-29,14
2018-06-29,14
2018-06-30,20
2018-06-30,23
2018-06-30,26
2018-06-30,26
2018-06-30,25
2018-06-30,23
2018-06-30,17
2018-06-30,17
2018-07-01,18
2018-07-01,20
2018-07-01,24
2018-07-01,24
2018-07-01,23
2018-07-01,18
2018-07-01,17
2018-07-01,17
2018-07-02,20
2018-07-02,24
2018-07-02,27
2018-07-02,27
2018-07-02,26
2018-07-02,22
2018-07-02,16
2018-07-02,17
2018-07-03,15
2018-07-03,19
2018-07-03,24
2018-07-03,27
2018-07-03,26
2018-07-03,21
2018-07-03,15
2018-07-03,16
2018-07-04,19
2018-07-04,22
2018-07-04,24
2018-07-04,23
2018-07-04,19
2018-07-04,14
2018-07-04,11
2018-07-04,13
2018-07-05,22
2018-07-05,24
2018-07-05,26
2018-07-05,26
2018-07-05,24
2018-07-05,20
2018-07-05,15
2018-07-05,16
2018-07-06,25
2018-07-06,26
2018-07-06,27
2018-07-06,28
2018-07-06,26
2018-07-06,22
2018-07-06,18
2018-07-06,20
2018-07-07,21
2018-07-07,24
2018-07-07,28
2018-07-07,29
2018-07-07,27
2018-07-07,24
2018-07-07,20
2018-07-07,22
2018-07-08,24
2018-07-08,28
2018-07-08,30
2018-07-08,29
2018-07-08,26
2018-07-08,21
2018-07-08,17
2018-07-08,18
2018-07-09,26
2018-07-09,29
2018-07-09,31.6
2018-07-09,31
2018-07-09,29
2018-07-09,25
2018-07-09,20
2018-07-09,22
2018-07-10,20
2018-07-10,20
2018-07-10,21
2018-07-10,28
2018-07-10,30
2018-07-10,24
2018-07-10,21
2018-07-10,23
2018-07-11,23
2018-07-11,25
2018-07-11,28
2018-07-11,26
2018-07-11,25
2018-07-11,20
2018-07-11,19
2018-07-11,19
2018-07-12,20
2018-07-12,26
2018-07-12,27
2018-07-12,29
2018-07-12,26
2018-07-12,21
2018-07-12,18
2018-07-12,20
2018-07-13,19
2018-07-13,22
2018-07-13,26
2018-07-13,23
2018-07-13,28
2018-07-13,24
2018-07-13,19
2018-07-13,18
2018-07-14,18
2018-07-14,22
2018-07-14,24
2018-07-14,24
2018-07-14,27
2018-07-14,23
2018-07-14,15
2018-07-14,17
2018-07-15,19
2018-07-15,21
2018-07-15,21
2018-07-15,23
2018-07-15,25
2018-07-15,21
2018-07-15,16
2018-07-15,17
2018-07-16,19
2018-07-16,24
2018-07-16,27
2018-07-16,26
2018-07-16,24
2018-07-16,20
2018-07-16,16
2018-07-16,17
2018-07-17,20
2018-07-17,25
2018-07-17,27
2018-07-17,27
2018-07-17,25
2018-07-17,20
2018-07-17,14
2018-07-17,16
2018-07-18,21
2018-07-18,27
2018-07-18,28
2018-07-18,28
2018-07-18,26
2018-07-18,23
2018-07-18,15
2018-07-18,17
2018-07-19,23
2018-07-19,27
2018-07-19,28
2018-07-19,29
2018-07-19,28
2018-07-19,24
2018-07-19,16
2018-07-19,18
2018-07-20,25
2018-07-20,27
2018-07-20,30
2018-07-20,31
2018-07-20,29
2018-07-20,22
2018-07-20,20
2018-07-20,21
2018-07-21,17
2018-07-21,21
2018-07-21,24
2018-07-21,28
2018-07-21,27
2018-07-21,22
2018-07-21,22
2018-07-21,23
2018-07-22,10
2018-07-22,15
2018-07-22,16
2018-07-22,13
2018-07-22,12
2018-07-22,12
2018-07-22,14
2018-07-22,16
2018-07-23,10
2018-07-23,11
2018-07-23,12
2018-07-23,13
2018-07-23,13
2018-07-23,11
2018-07-23,9
2018-07-23,9
2018-07-24,13
2018-07-24,13
2018-07-24,14
2018-07-24,13
2018-07-24,13
2018-07-24,11
2018-07-24,9
2018-07-24,9
2018-07-25,16
2018-07-25,20
2018-07-25,25
2018-07-25,25
2018-07-25,22
2018-07-25,15
2018-07-25,10
2018-07-25,11
2018-07-26,20
2018-07-26,23
2018-07-26,25
2018-07-26,23
2018-07-26,20
2018-07-26,17
2018-07-26,11
2018-07-26,13
2018-07-27,19
2018-07-27,24
2018-07-27,27
2018-07-27,27
2018-07-27,25
2018-07-27,21
2018-07-27,16
2018-07-27,17
2018-07-28,20
2018-07-28,22
2018-07-28,24
2018-07-28,24
2018-07-28,22
2018-07-28,18
2018-07-28,13
2018-07-28,14
2018-07-29,22
2018-07-29,25
2018-07-29,27
2018-07-29,26
2018-07-29,24
2018-07-29,19
2018-07-29,16
2018-07-29,18
2018-07-30,19
2018-07-30,21
2018-07-30,25
2018-07-30,26
2018-07-30,25
2018-07-30,20
2018-07-30,18
2018-07-30,20
2018-07-31,13
2018-07-31,15
2018-07-31,17
2018-07-31,16
2018-07-31,16
2018-07-31,13
2018-07-31,13
2018-07-31,16
2018-08-01,16
2018-08-01,18
2018-08-01,19
2018-08-01,18
2018-08-01,16
2018-08-01,13
2018-08-01,14
2018-08-01,13
2018-08-02,17
2018-08-02,20
2018-08-02,25
2018-08-02,24
2018-08-02,23
2018-08-02,19
2018-08-02,13
2018-08-02,14
2018-08-03,18
2018-08-03,23
2018-08-03,26
2018-08-03,25
2018-08-03,23
2018-08-03,17
2018-08-03,13
2018-08-03,14
2018-08-04,18
2018-08-04,21
2018-08-04,22
2018-08-04,24
2018-08-04,27
2018-08-04,20
2018-08-04,17
2018-08-04,16
2018-08-05,21
2018-08-05,23
2018-08-05,27
2018-08-05,27
2018-08-05,24
2018-08-05,17
2018-08-05,13
2018-08-05,16
2018-08-06,20
2018-08-06,21
2018-08-06,21
2018-08-06,26
2018-08-06,22
2018-08-06,19
2018-08-06,17
2018-08-06,20
2018-08-07,19
2018-08-07,23
2018-08-07,25
2018-08-07,25
2018-08-07,23
2018-08-07,19
2018-08-07,17
2018-08-07,19
2018-08-08,25
2018-08-08,28
2018-08-08,30.2
2018-08-08,30
2018-08-08,27
2018-08-08,21
2018-08-08,16
2018-08-08,16
2018-08-09,26
2018-08-09,29
2018-08-09,32.8
2018-08-09,32.6
2018-08-09,30
2018-08-09,23
2018-08-09,20
2018-08-09,21
2018-08-10,20
2018-08-10,20
2018-08-10,21
2018-08-10,21
2018-08-10,22
2018-08-10,25
2018-08-10,24
2018-08-10,26
2018-08-11,14
2018-08-11,19
2018-08-11,20
2018-08-11,19
2018-08-11,15
2018-08-11,14
2018-08-11,14
2018-08-11,15
2018-08-12,10
2018-08-12,15
2018-08-12,18
2018-08-12,17
2018-08-12,16
2018-08-12,12
2018-08-12,11
2018-08-12,13
2018-08-13,19
2018-08-13,20
2018-08-13,25
2018-08-13,24
2018-08-13,20
2018-08-13,15
2018-08-13,18
2018-08-13,15
2018-08-14,22
2018-08-14,25
2018-08-14,28
2018-08-14,28
2018-08-14,25
2018-08-14,18
2018-08-14,15
2018-08-14,16
2018-08-15,20
2018-08-15,26
2018-08-15,29
2018-08-15,28
2018-08-15,25
2018-08-15,19
2018-08-15,17
2018-08-15,19
2018-08-16,15
2018-08-16,18
2018-08-16,18
2018-08-16,24
2018-08-16,23
2018-08-16,19
2018-08-16,20
2018-08-16,19
2018-08-17,17
2018-08-17,20
2018-08-17,24
2018-08-17,23
2018-08-17,20
2018-08-17,16
2018-08-17,13
2018-08-17,13
2018-08-18,20
2018-08-18,24
2018-08-18,28
2018-08-18,27
2018-08-18,25
2018-08-18,19
2018-08-18,14
2018-08-18,16
2018-08-19,16
2018-08-19,21
2018-08-19,23
2018-08-19,22
2018-08-19,22
2018-08-19,14
2018-08-19,14
2018-08-19,19
2018-08-20,14
2018-08-20,15
2018-08-20,19
2018-08-20,19
2018-08-20,17
2018-08-20,16
2018-08-20,15
2018-08-20,14
2018-08-21,12
2018-08-21,11
2018-08-21,8
2018-08-21,8
2018-08-21,12
2018-08-21,10
2018-08-21,10
2018-08-21,11
2018-08-22,17
2018-08-22,18
2018-08-22,21
2018-08-22,20
2018-08-22,18
2018-08-22,12
2018-08-22,10
2018-08-22,13
2018-08-23,18
2018-08-23,24
2018-08-23,27
2018-08-23,26
2018-08-23,22
2018-08-23,16
2018-08-23,14
2018-08-23,14
2018-08-24,12
2018-08-24,13
2018-08-24,16
2018-08-24,24
2018-08-24,20
2018-08-24,18
2018-08-24,18
2018-08-24,18
2018-08-25,10
2018-08-25,10
2018-08-25,13
2018-08-25,11
2018-08-25,11
2018-08-25,10
2018-08-25,10
2018-08-25,11
2018-08-26,10
2018-08-26,11
2018-08-26,15
2018-08-26,15
2018-08-26,12
2018-08-26,11
2018-08-26,10
2018-08-26,9
2018-08-27,12
2018-08-27,15
2018-08-27,17
2018-08-27,14
2018-08-27,12
2018-08-27,10
2018-08-27,8
2018-08-27,8
2018-08-28,12
2018-08-28,14
2018-08-28,18
2018-08-28,17
2018-08-28,15
2018-08-28,12
2018-08-28,11
2018-08-28,9
2018-08-29,11
2018-08-29,13
2018-08-29,17
2018-08-29,17
2018-08-29,15
2018-08-29,12
2018-08-29,11
2018-08-29,11
2018-08-30,11
2018-08-30,17
2018-08-30,20
2018-08-30,19
2018-08-30,17
2018-08-30,11
2018-08-30,7
2018-08-30,9
2018-08-31,8
2018-08-31,9
2018-08-31,11
2018-08-31,12
2018-08-31,13
2018-08-31,12
2018-08-31,10
2018-08-31,10
